"id","subject","category","difficulty","type","prompt","asset","explanation","errors","warnings"
"metal_reactivity_037","화학","산화환원","중급","binary_choice","(Ca Zn)","","반응성 서열에서 Ca > Zn이므로 좌가 정답입니다.","0","0"
"metal_reactivity_038","화학","산화환원","중급","binary_choice","(Zn Ca)","","반응성 서열에서 Ca > Zn이므로 우가 정답입니다.","0","0"
"metal_reactivity_039","화학","산화환원","중급","binary_choice","(Ca Fe)","","반응성 서열에서 Ca > Fe이므로 좌가 정답입니다.","0","0"
"metal_reactivity_040","화학","산화환원","중급","binary_choice","(Fe Ca)","","반응성 서열에서 Ca > Fe이므로 우가 정답입니다.","0","0"
"metal_reactivity_041","화학","산화환원","중급","binary_choice","(Ca Ni)","","반응성 서열에서 Ca > Ni이므로 좌가 정답입니다.","0","0"
"metal_reactivity_042","화학","산화환원","중급","binary_choice","(Ni Ca)","","반응성 서열에서 Ca > Ni이므로 우가 정답입니다.","0","0"
"metal_reactivity_043","화학","산화환원","중급","binary_choice","(Ca Sn)","","반응성 서열에서 Ca > Sn이므로 좌가 정답입니다.","0","0"
"metal_reactivity_044","화학","산화환원","중급","binary_choice","(Sn Ca)","","반응성 서열에서 Ca > Sn이므로 우가 정답입니다.","0","0"
"metal_reactivity_045","화학","산화환원","초급","binary_choice","(Ca Pb)","","반응성 서열에서 Ca > Pb이므로 좌가 정답입니다.","0","0"
"metal_reactivity_046","화학","산화환원","초급","binary_choice","(Pb Ca)","","반응성 서열에서 Ca > Pb이므로 우가 정답입니다.","0","0"
"metal_reactivity_047","화학","산화환원","초급","binary_choice","(Ca H)","","반응성 서열에서 Ca > H이므로 좌가 정답입니다.","0","0"
"metal_reactivity_048","화학","산화환원","초급","binary_choice","(H Ca)","","반응성 서열에서 Ca > H이므로 우가 정답입니다.","0","0"
"metal_reactivity_049","화학","산화환원","초급","binary_choice","(Ca Cu)","","반응성 서열에서 Ca > Cu이므로 좌가 정답입니다.","0","0"
"metal_reactivity_050","화학","산화환원","초급","binary_choice","(Cu Ca)","","반응성 서열에서 Ca > Cu이므로 우가 정답입니다.","0","0"
"metal_reactivity_051","화학","산화환원","초급","binary_choice","(Ca Hg)","","반응성 서열에서 Ca > Hg이므로 좌가 정답입니다.","0","0"
"metal_reactivity_052","화학","산화환원","초급","binary_choice","(Hg Ca)","","반응성 서열에서 Ca > Hg이므로 우가 정답입니다.","0","0"
"metal_reactivity_053","화학","산화환원","초급","binary_choice","(Ca Ag)","","반응성 서열에서 Ca > Ag이므로 좌가 정답입니다.","0","0"
"metal_reactivity_054","화학","산화환원","초급","binary_choice","(Ag Ca)","","반응성 서열에서 Ca > Ag이므로 우가 정답입니다.","0","0"
"metal_reactivity_055","화학","산화환원","초급","binary_choice","(Ca Pt)","","반응성 서열에서 Ca > Pt이므로 좌가 정답입니다.","0","0"
"metal_reactivity_056","화학","산화환원","초급","binary_choice","(Pt Ca)","","반응성 서열에서 Ca > Pt이므로 우가 정답입니다.","0","0"
"metal_reactivity_057","화학","산화환원","초급","binary_choice","(Ca Au)","","반응성 서열에서 Ca > Au이므로 좌가 정답입니다.","0","0"
"metal_reactivity_058","화학","산화환원","초급","binary_choice","(Au Ca)","","반응성 서열에서 Ca > Au이므로 우가 정답입니다.","0","0"
"metal_reactivity_059","화학","산화환원","고급","binary_choice","(Na Mg)","","반응성 서열에서 Na > Mg이므로 좌가 정답입니다.","0","0"
"metal_reactivity_060","화학","산화환원","고급","binary_choice","(Mg Na)","","반응성 서열에서 Na > Mg이므로 우가 정답입니다.","0","0"
"metal_reactivity_061","화학","산화환원","고급","binary_choice","(Na Al)","","반응성 서열에서 Na > Al이므로 좌가 정답입니다.","0","0"
"metal_reactivity_062","화학","산화환원","고급","binary_choice","(Al Na)","","반응성 서열에서 Na > Al이므로 우가 정답입니다.","0","0"
"metal_reactivity_063","화학","산화환원","고급","binary_choice","(Na Zn)","","반응성 서열에서 Na > Zn이므로 좌가 정답입니다.","0","0"
"metal_reactivity_064","화학","산화환원","고급","binary_choice","(Zn Na)","","반응성 서열에서 Na > Zn이므로 우가 정답입니다.","0","0"
"metal_reactivity_065","화학","산화환원","중급","binary_choice","(Na Fe)","","반응성 서열에서 Na > Fe이므로 좌가 정답입니다.","0","0"
"metal_reactivity_066","화학","산화환원","중급","binary_choice","(Fe Na)","","반응성 서열에서 Na > Fe이므로 우가 정답입니다.","0","0"
"metal_reactivity_067","화학","산화환원","중급","binary_choice","(Na Ni)","","반응성 서열에서 Na > Ni이므로 좌가 정답입니다.","0","0"
"metal_reactivity_068","화학","산화환원","중급","binary_choice","(Ni Na)","","반응성 서열에서 Na > Ni이므로 우가 정답입니다.","0","0"
"metal_reactivity_069","화학","산화환원","중급","binary_choice","(Na Sn)","","반응성 서열에서 Na > Sn이므로 좌가 정답입니다.","0","0"
"metal_reactivity_070","화학","산화환원","중급","binary_choice","(Sn Na)","","반응성 서열에서 Na > Sn이므로 우가 정답입니다.","0","0"
"metal_reactivity_071","화학","산화환원","중급","binary_choice","(Na Pb)","","반응성 서열에서 Na > Pb이므로 좌가 정답입니다.","0","0"
"metal_reactivity_072","화학","산화환원","중급","binary_choice","(Pb Na)","","반응성 서열에서 Na > Pb이므로 우가 정답입니다.","0","0"
"metal_reactivity_073","화학","산화환원","초급","binary_choice","(Na H)","","반응성 서열에서 Na > H이므로 좌가 정답입니다.","0","0"
"metal_reactivity_074","화학","산화환원","초급","binary_choice","(H Na)","","반응성 서열에서 Na > H이므로 우가 정답입니다.","0","0"
"metal_reactivity_075","화학","산화환원","초급","binary_choice","(Na Cu)","","반응성 서열에서 Na > Cu이므로 좌가 정답입니다.","0","0"
"metal_reactivity_076","화학","산화환원","초급","binary_choice","(Cu Na)","","반응성 서열에서 Na > Cu이므로 우가 정답입니다.","0","0"
"metal_reactivity_077","화학","산화환원","초급","binary_choice","(Na Hg)","","반응성 서열에서 Na > Hg이므로 좌가 정답입니다.","0","0"
"metal_reactivity_078","화학","산화환원","초급","binary_choice","(Hg Na)","","반응성 서열에서 Na > Hg이므로 우가 정답입니다.","0","0"
"metal_reactivity_079","화학","산화환원","초급","binary_choice","(Na Ag)","","반응성 서열에서 Na > Ag이므로 좌가 정답입니다.","0","0"
"metal_reactivity_080","화학","산화환원","초급","binary_choice","(Ag Na)","","반응성 서열에서 Na > Ag이므로 우가 정답입니다.","0","0"
"metal_reactivity_081","화학","산화환원","초급","binary_choice","(Na Pt)","","반응성 서열에서 Na > Pt이므로 좌가 정답입니다.","0","0"
"metal_reactivity_082","화학","산화환원","초급","binary_choice","(Pt Na)","","반응성 서열에서 Na > Pt이므로 우가 정답입니다.","0","0"
"metal_reactivity_083","화학","산화환원","초급","binary_choice","(Na Au)","","반응성 서열에서 Na > Au이므로 좌가 정답입니다.","0","0"
"metal_reactivity_084","화학","산화환원","초급","binary_choice","(Au Na)","","반응성 서열에서 Na > Au이므로 우가 정답입니다.","0","0"
"metal_reactivity_085","화학","산화환원","고급","binary_choice","(Mg Al)","","반응성 서열에서 Mg > Al이므로 좌가 정답입니다.","0","0"
"metal_reactivity_086","화학","산화환원","고급","binary_choice","(Al Mg)","","반응성 서열에서 Mg > Al이므로 우가 정답입니다.","0","0"
"metal_reactivity_087","화학","산화환원","고급","binary_choice","(Mg Zn)","","반응성 서열에서 Mg > Zn이므로 좌가 정답입니다.","0","0"
"metal_reactivity_088","화학","산화환원","고급","binary_choice","(Zn Mg)","","반응성 서열에서 Mg > Zn이므로 우가 정답입니다.","0","0"
"metal_reactivity_089","화학","산화환원","고급","binary_choice","(Mg Fe)","","반응성 서열에서 Mg > Fe이므로 좌가 정답입니다.","0","0"
"metal_reactivity_090","화학","산화환원","고급","binary_choice","(Fe Mg)","","반응성 서열에서 Mg > Fe이므로 우가 정답입니다.","0","0"
"metal_reactivity_091","화학","산화환원","중급","binary_choice","(Mg Ni)","","반응성 서열에서 Mg > Ni이므로 좌가 정답입니다.","0","0"
"metal_reactivity_092","화학","산화환원","중급","binary_choice","(Ni Mg)","","반응성 서열에서 Mg > Ni이므로 우가 정답입니다.","0","0"
"metal_reactivity_093","화학","산화환원","중급","binary_choice","(Mg Sn)","","반응성 서열에서 Mg > Sn이므로 좌가 정답입니다.","0","0"
"metal_reactivity_094","화학","산화환원","중급","binary_choice","(Sn Mg)","","반응성 서열에서 Mg > Sn이므로 우가 정답입니다.","0","0"
"metal_reactivity_095","화학","산화환원","중급","binary_choice","(Mg Pb)","","반응성 서열에서 Mg > Pb이므로 좌가 정답입니다.","0","0"
"metal_reactivity_096","화학","산화환원","중급","binary_choice","(Pb Mg)","","반응성 서열에서 Mg > Pb이므로 우가 정답입니다.","0","0"
"metal_reactivity_097","화학","산화환원","중급","binary_choice","(Mg H)","","반응성 서열에서 Mg > H이므로 좌가 정답입니다.","0","0"
"metal_reactivity_098","화학","산화환원","중급","binary_choice","(H Mg)","","반응성 서열에서 Mg > H이므로 우가 정답입니다.","0","0"
"metal_reactivity_099","화학","산화환원","초급","binary_choice","(Mg Cu)","","반응성 서열에서 Mg > Cu이므로 좌가 정답입니다.","0","0"
"metal_reactivity_100","화학","산화환원","초급","binary_choice","(Cu Mg)","","반응성 서열에서 Mg > Cu이므로 우가 정답입니다.","0","0"
"metal_reactivity_101","화학","산화환원","초급","binary_choice","(Mg Hg)","","반응성 서열에서 Mg > Hg이므로 좌가 정답입니다.","0","0"
"metal_reactivity_102","화학","산화환원","초급","binary_choice","(Hg Mg)","","반응성 서열에서 Mg > Hg이므로 우가 정답입니다.","0","0"
"metal_reactivity_103","화학","산화환원","초급","binary_choice","(Mg Ag)","","반응성 서열에서 Mg > Ag이므로 좌가 정답입니다.","0","0"
"metal_reactivity_104","화학","산화환원","초급","binary_choice","(Ag Mg)","","반응성 서열에서 Mg > Ag이므로 우가 정답입니다.","0","0"
"metal_reactivity_105","화학","산화환원","초급","binary_choice","(Mg Pt)","","반응성 서열에서 Mg > Pt이므로 좌가 정답입니다.","0","0"
"metal_reactivity_106","화학","산화환원","초급","binary_choice","(Pt Mg)","","반응성 서열에서 Mg > Pt이므로 우가 정답입니다.","0","0"
"metal_reactivity_107","화학","산화환원","초급","binary_choice","(Mg Au)","","반응성 서열에서 Mg > Au이므로 좌가 정답입니다.","0","0"
"metal_reactivity_108","화학","산화환원","초급","binary_choice","(Au Mg)","","반응성 서열에서 Mg > Au이므로 우가 정답입니다.","0","0"
"metal_reactivity_109","화학","산화환원","고급","binary_choice","(Al Zn)","","반응성 서열에서 Al > Zn이므로 좌가 정답입니다.","0","0"
"metal_reactivity_110","화학","산화환원","고급","binary_choice","(Zn Al)","","반응성 서열에서 Al > Zn이므로 우가 정답입니다.","0","0"
"metal_reactivity_111","화학","산화환원","고급","binary_choice","(Al Fe)","","반응성 서열에서 Al > Fe이므로 좌가 정답입니다.","0","0"
"metal_reactivity_112","화학","산화환원","고급","binary_choice","(Fe Al)","","반응성 서열에서 Al > Fe이므로 우가 정답입니다.","0","0"
"metal_reactivity_113","화학","산화환원","고급","binary_choice","(Al Ni)","","반응성 서열에서 Al > Ni이므로 좌가 정답입니다.","0","0"
"metal_reactivity_114","화학","산화환원","고급","binary_choice","(Ni Al)","","반응성 서열에서 Al > Ni이므로 우가 정답입니다.","0","0"
"metal_reactivity_115","화학","산화환원","중급","binary_choice","(Al Sn)","","반응성 서열에서 Al > Sn이므로 좌가 정답입니다.","0","0"
"metal_reactivity_116","화학","산화환원","중급","binary_choice","(Sn Al)","","반응성 서열에서 Al > Sn이므로 우가 정답입니다.","0","0"
"metal_reactivity_117","화학","산화환원","중급","binary_choice","(Al Pb)","","반응성 서열에서 Al > Pb이므로 좌가 정답입니다.","0","0"
"metal_reactivity_118","화학","산화환원","중급","binary_choice","(Pb Al)","","반응성 서열에서 Al > Pb이므로 우가 정답입니다.","0","0"
"metal_reactivity_119","화학","산화환원","중급","binary_choice","(Al H)","","반응성 서열에서 Al > H이므로 좌가 정답입니다.","0","0"
"metal_reactivity_120","화학","산화환원","중급","binary_choice","(H Al)","","반응성 서열에서 Al > H이므로 우가 정답입니다.","0","0"
"metal_reactivity_121","화학","산화환원","중급","binary_choice","(Al Cu)","","반응성 서열에서 Al > Cu이므로 좌가 정답입니다.","0","0"
"metal_reactivity_122","화학","산화환원","중급","binary_choice","(Cu Al)","","반응성 서열에서 Al > Cu이므로 우가 정답입니다.","0","0"
"metal_reactivity_123","화학","산화환원","초급","binary_choice","(Al Hg)","","반응성 서열에서 Al > Hg이므로 좌가 정답입니다.","0","0"
"metal_reactivity_124","화학","산화환원","초급","binary_choice","(Hg Al)","","반응성 서열에서 Al > Hg이므로 우가 정답입니다.","0","0"
"metal_reactivity_125","화학","산화환원","초급","binary_choice","(Al Ag)","","반응성 서열에서 Al > Ag이므로 좌가 정답입니다.","0","0"
"metal_reactivity_126","화학","산화환원","초급","binary_choice","(Ag Al)","","반응성 서열에서 Al > Ag이므로 우가 정답입니다.","0","0"
"metal_reactivity_127","화학","산화환원","초급","binary_choice","(Al Pt)","","반응성 서열에서 Al > Pt이므로 좌가 정답입니다.","0","0"
"metal_reactivity_128","화학","산화환원","초급","binary_choice","(Pt Al)","","반응성 서열에서 Al > Pt이므로 우가 정답입니다.","0","0"
"metal_reactivity_129","화학","산화환원","초급","binary_choice","(Al Au)","","반응성 서열에서 Al > Au이므로 좌가 정답입니다.","0","0"
"metal_reactivity_130","화학","산화환원","초급","binary_choice","(Au Al)","","반응성 서열에서 Al > Au이므로 우가 정답입니다.","0","0"
"metal_reactivity_131","화학","산화환원","고급","binary_choice","(Zn Fe)","","반응성 서열에서 Zn > Fe이므로 좌가 정답입니다.","0","0"
"metal_reactivity_132","화학","산화환원","고급","binary_choice","(Fe Zn)","","반응성 서열에서 Zn > Fe이므로 우가 정답입니다.","0","0"
"metal_reactivity_133","화학","산화환원","고급","binary_choice","(Zn Ni)","","반응성 서열에서 Zn > Ni이므로 좌가 정답입니다.","0","0"
"metal_reactivity_134","화학","산화환원","고급","binary_choice","(Ni Zn)","","반응성 서열에서 Zn > Ni이므로 우가 정답입니다.","0","0"
"metal_reactivity_135","화학","산화환원","고급","binary_choice","(Zn Sn)","","반응성 서열에서 Zn > Sn이므로 좌가 정답입니다.","0","0"
"metal_reactivity_136","화학","산화환원","고급","binary_choice","(Sn Zn)","","반응성 서열에서 Zn > Sn이므로 우가 정답입니다.","0","0"
"metal_reactivity_137","화학","산화환원","중급","binary_choice","(Zn Pb)","","반응성 서열에서 Zn > Pb이므로 좌가 정답입니다.","0","0"
"metal_reactivity_138","화학","산화환원","중급","binary_choice","(Pb Zn)","","반응성 서열에서 Zn > Pb이므로 우가 정답입니다.","0","0"
"metal_reactivity_139","화학","산화환원","중급","binary_choice","(Zn H)","","반응성 서열에서 Zn > H이므로 좌가 정답입니다.","0","0"
"metal_reactivity_140","화학","산화환원","중급","binary_choice","(H Zn)","","반응성 서열에서 Zn > H이므로 우가 정답입니다.","0","0"
"metal_reactivity_141","화학","산화환원","중급","binary_choice","(Zn Cu)","","반응성 서열에서 Zn > Cu이므로 좌가 정답입니다.","0","0"
"metal_reactivity_142","화학","산화환원","중급","binary_choice","(Cu Zn)","","반응성 서열에서 Zn > Cu이므로 우가 정답입니다.","0","0"
"metal_reactivity_143","화학","산화환원","중급","binary_choice","(Zn Hg)","","반응성 서열에서 Zn > Hg이므로 좌가 정답입니다.","0","0"
"metal_reactivity_144","화학","산화환원","중급","binary_choice","(Hg Zn)","","반응성 서열에서 Zn > Hg이므로 우가 정답입니다.","0","0"
"metal_reactivity_145","화학","산화환원","초급","binary_choice","(Zn Ag)","","반응성 서열에서 Zn > Ag이므로 좌가 정답입니다.","0","0"
"metal_reactivity_146","화학","산화환원","초급","binary_choice","(Ag Zn)","","반응성 서열에서 Zn > Ag이므로 우가 정답입니다.","0","0"
"metal_reactivity_147","화학","산화환원","초급","binary_choice","(Zn Pt)","","반응성 서열에서 Zn > Pt이므로 좌가 정답입니다.","0","0"
"metal_reactivity_148","화학","산화환원","초급","binary_choice","(Pt Zn)","","반응성 서열에서 Zn > Pt이므로 우가 정답입니다.","0","0"
"metal_reactivity_149","화학","산화환원","초급","binary_choice","(Zn Au)","","반응성 서열에서 Zn > Au이므로 좌가 정답입니다.","0","0"
"metal_reactivity_150","화학","산화환원","초급","binary_choice","(Au Zn)","","반응성 서열에서 Zn > Au이므로 우가 정답입니다.","0","0"
"metal_reactivity_151","화학","산화환원","고급","binary_choice","(Fe Ni)","","반응성 서열에서 Fe > Ni이므로 좌가 정답입니다.","0","0"
"metal_reactivity_152","화학","산화환원","고급","binary_choice","(Ni Fe)","","반응성 서열에서 Fe > Ni이므로 우가 정답입니다.","0","0"
"metal_reactivity_153","화학","산화환원","고급","binary_choice","(Fe Sn)","","반응성 서열에서 Fe > Sn이므로 좌가 정답입니다.","0","0"
"metal_reactivity_154","화학","산화환원","고급","binary_choice","(Sn Fe)","","반응성 서열에서 Fe > Sn이므로 우가 정답입니다.","0","0"
"metal_reactivity_155","화학","산화환원","고급","binary_choice","(Fe Pb)","","반응성 서열에서 Fe > Pb이므로 좌가 정답입니다.","0","0"
"metal_reactivity_156","화학","산화환원","고급","binary_choice","(Pb Fe)","","반응성 서열에서 Fe > Pb이므로 우가 정답입니다.","0","0"
"metal_reactivity_157","화학","산화환원","중급","binary_choice","(Fe H)","","반응성 서열에서 Fe > H이므로 좌가 정답입니다.","0","0"
"metal_reactivity_158","화학","산화환원","중급","binary_choice","(H Fe)","","반응성 서열에서 Fe > H이므로 우가 정답입니다.","0","0"
"metal_reactivity_159","화학","산화환원","중급","binary_choice","(Fe Cu)","","반응성 서열에서 Fe > Cu이므로 좌가 정답입니다.","0","0"
"metal_reactivity_160","화학","산화환원","중급","binary_choice","(Cu Fe)","","반응성 서열에서 Fe > Cu이므로 우가 정답입니다.","0","0"
"metal_reactivity_161","화학","산화환원","중급","binary_choice","(Fe Hg)","","반응성 서열에서 Fe > Hg이므로 좌가 정답입니다.","0","0"
"metal_reactivity_162","화학","산화환원","중급","binary_choice","(Hg Fe)","","반응성 서열에서 Fe > Hg이므로 우가 정답입니다.","0","0"
"metal_reactivity_163","화학","산화환원","중급","binary_choice","(Fe Ag)","","반응성 서열에서 Fe > Ag이므로 좌가 정답입니다.","0","0"
"metal_reactivity_164","화학","산화환원","중급","binary_choice","(Ag Fe)","","반응성 서열에서 Fe > Ag이므로 우가 정답입니다.","0","0"
"metal_reactivity_165","화학","산화환원","초급","binary_choice","(Fe Pt)","","반응성 서열에서 Fe > Pt이므로 좌가 정답입니다.","0","0"
"metal_reactivity_166","화학","산화환원","초급","binary_choice","(Pt Fe)","","반응성 서열에서 Fe > Pt이므로 우가 정답입니다.","0","0"
"metal_reactivity_167","화학","산화환원","초급","binary_choice","(Fe Au)","","반응성 서열에서 Fe > Au이므로 좌가 정답입니다.","0","0"
"metal_reactivity_168","화학","산화환원","초급","binary_choice","(Au Fe)","","반응성 서열에서 Fe > Au이므로 우가 정답입니다.","0","0"
"metal_reactivity_169","화학","산화환원","고급","binary_choice","(Ni Sn)","","반응성 서열에서 Ni > Sn이므로 좌가 정답입니다.","0","0"
"metal_reactivity_170","화학","산화환원","고급","binary_choice","(Sn Ni)","","반응성 서열에서 Ni > Sn이므로 우가 정답입니다.","0","0"
"metal_reactivity_171","화학","산화환원","고급","binary_choice","(Ni Pb)","","반응성 서열에서 Ni > Pb이므로 좌가 정답입니다.","0","0"
"metal_reactivity_172","화학","산화환원","고급","binary_choice","(Pb Ni)","","반응성 서열에서 Ni > Pb이므로 우가 정답입니다.","0","0"
"metal_reactivity_173","화학","산화환원","고급","binary_choice","(Ni H)","","반응성 서열에서 Ni > H이므로 좌가 정답입니다.","0","0"
"metal_reactivity_174","화학","산화환원","고급","binary_choice","(H Ni)","","반응성 서열에서 Ni > H이므로 우가 정답입니다.","0","0"
"metal_reactivity_175","화학","산화환원","중급","binary_choice","(Ni Cu)","","반응성 서열에서 Ni > Cu이므로 좌가 정답입니다.","0","0"
"metal_reactivity_176","화학","산화환원","중급","binary_choice","(Cu Ni)","","반응성 서열에서 Ni > Cu이므로 우가 정답입니다.","0","0"
"metal_reactivity_177","화학","산화환원","중급","binary_choice","(Ni Hg)","","반응성 서열에서 Ni > Hg이므로 좌가 정답입니다.","0","0"
"metal_reactivity_178","화학","산화환원","중급","binary_choice","(Hg Ni)","","반응성 서열에서 Ni > Hg이므로 우가 정답입니다.","0","0"
"metal_reactivity_179","화학","산화환원","중급","binary_choice","(Ni Ag)","","반응성 서열에서 Ni > Ag이므로 좌가 정답입니다.","0","0"
"metal_reactivity_180","화학","산화환원","중급","binary_choice","(Ag Ni)","","반응성 서열에서 Ni > Ag이므로 우가 정답입니다.","0","0"
"metal_reactivity_181","화학","산화환원","중급","binary_choice","(Ni Pt)","","반응성 서열에서 Ni > Pt이므로 좌가 정답입니다.","0","0"
"metal_reactivity_182","화학","산화환원","중급","binary_choice","(Pt Ni)","","반응성 서열에서 Ni > Pt이므로 우가 정답입니다.","0","0"
"metal_reactivity_183","화학","산화환원","초급","binary_choice","(Ni Au)","","반응성 서열에서 Ni > Au이므로 좌가 정답입니다.","0","0"
"metal_reactivity_184","화학","산화환원","초급","binary_choice","(Au Ni)","","반응성 서열에서 Ni > Au이므로 우가 정답입니다.","0","0"
"metal_reactivity_185","화학","산화환원","고급","binary_choice","(Sn Pb)","","반응성 서열에서 Sn > Pb이므로 좌가 정답입니다.","0","0"
"metal_reactivity_186","화학","산화환원","고급","binary_choice","(Pb Sn)","","반응성 서열에서 Sn > Pb이므로 우가 정답입니다.","0","0"
"metal_reactivity_187","화학","산화환원","고급","binary_choice","(Sn H)","","반응성 서열에서 Sn > H이므로 좌가 정답입니다.","0","0"
"metal_reactivity_188","화학","산화환원","고급","binary_choice","(H Sn)","","반응성 서열에서 Sn > H이므로 우가 정답입니다.","0","0"
"metal_reactivity_189","화학","산화환원","고급","binary_choice","(Sn Cu)","","반응성 서열에서 Sn > Cu이므로 좌가 정답입니다.","0","0"
"metal_reactivity_190","화학","산화환원","고급","binary_choice","(Cu Sn)","","반응성 서열에서 Sn > Cu이므로 우가 정답입니다.","0","0"
"metal_reactivity_191","화학","산화환원","중급","binary_choice","(Sn Hg)","","반응성 서열에서 Sn > Hg이므로 좌가 정답입니다.","0","0"
"metal_reactivity_192","화학","산화환원","중급","binary_choice","(Hg Sn)","","반응성 서열에서 Sn > Hg이므로 우가 정답입니다.","0","0"
"metal_reactivity_193","화학","산화환원","중급","binary_choice","(Sn Ag)","","반응성 서열에서 Sn > Ag이므로 좌가 정답입니다.","0","0"
"metal_reactivity_194","화학","산화환원","중급","binary_choice","(Ag Sn)","","반응성 서열에서 Sn > Ag이므로 우가 정답입니다.","0","0"
"metal_reactivity_195","화학","산화환원","중급","binary_choice","(Sn Pt)","","반응성 서열에서 Sn > Pt이므로 좌가 정답입니다.","0","0"
"metal_reactivity_196","화학","산화환원","중급","binary_choice","(Pt Sn)","","반응성 서열에서 Sn > Pt이므로 우가 정답입니다.","0","0"
"metal_reactivity_197","화학","산화환원","중급","binary_choice","(Sn Au)","","반응성 서열에서 Sn > Au이므로 좌가 정답입니다.","0","0"
"metal_reactivity_198","화학","산화환원","중급","binary_choice","(Au Sn)","","반응성 서열에서 Sn > Au이므로 우가 정답입니다.","0","0"
"metal_reactivity_199","화학","산화환원","고급","binary_choice","(Pb H)","","반응성 서열에서 Pb > H이므로 좌가 정답입니다.","0","0"
"metal_reactivity_200","화학","산화환원","고급","binary_choice","(H Pb)","","반응성 서열에서 Pb > H이므로 우가 정답입니다.","0","0"
"metal_reactivity_201","화학","산화환원","고급","binary_choice","(Pb Cu)","","반응성 서열에서 Pb > Cu이므로 좌가 정답입니다.","0","0"
"metal_reactivity_202","화학","산화환원","고급","binary_choice","(Cu Pb)","","반응성 서열에서 Pb > Cu이므로 우가 정답입니다.","0","0"
"metal_reactivity_203","화학","산화환원","고급","binary_choice","(Pb Hg)","","반응성 서열에서 Pb > Hg이므로 좌가 정답입니다.","0","0"
"metal_reactivity_204","화학","산화환원","고급","binary_choice","(Hg Pb)","","반응성 서열에서 Pb > Hg이므로 우가 정답입니다.","0","0"
"metal_reactivity_205","화학","산화환원","중급","binary_choice","(Pb Ag)","","반응성 서열에서 Pb > Ag이므로 좌가 정답입니다.","0","0"
"metal_reactivity_206","화학","산화환원","중급","binary_choice","(Ag Pb)","","반응성 서열에서 Pb > Ag이므로 우가 정답입니다.","0","0"
"metal_reactivity_207","화학","산화환원","중급","binary_choice","(Pb Pt)","","반응성 서열에서 Pb > Pt이므로 좌가 정답입니다.","0","0"
"metal_reactivity_208","화학","산화환원","중급","binary_choice","(Pt Pb)","","반응성 서열에서 Pb > Pt이므로 우가 정답입니다.","0","0"
"metal_reactivity_209","화학","산화환원","중급","binary_choice","(Pb Au)","","반응성 서열에서 Pb > Au이므로 좌가 정답입니다.","0","0"
"metal_reactivity_210","화학","산화환원","중급","binary_choice","(Au Pb)","","반응성 서열에서 Pb > Au이므로 우가 정답입니다.","0","0"
"metal_reactivity_211","화학","산화환원","고급","binary_choice","(H Cu)","","반응성 서열에서 H > Cu이므로 좌가 정답입니다.","0","0"
"metal_reactivity_212","화학","산화환원","고급","binary_choice","(Cu H)","","반응성 서열에서 H > Cu이므로 우가 정답입니다.","0","0"
"metal_reactivity_213","화학","산화환원","고급","binary_choice","(H Hg)","","반응성 서열에서 H > Hg이므로 좌가 정답입니다.","0","0"
"metal_reactivity_214","화학","산화환원","고급","binary_choice","(Hg H)","","반응성 서열에서 H > Hg이므로 우가 정답입니다.","0","0"
"metal_reactivity_215","화학","산화환원","고급","binary_choice","(H Ag)","","반응성 서열에서 H > Ag이므로 좌가 정답입니다.","0","0"
"metal_reactivity_216","화학","산화환원","고급","binary_choice","(Ag H)","","반응성 서열에서 H > Ag이므로 우가 정답입니다.","0","0"
"metal_reactivity_217","화학","산화환원","중급","binary_choice","(H Pt)","","반응성 서열에서 H > Pt이므로 좌가 정답입니다.","0","0"
"metal_reactivity_218","화학","산화환원","중급","binary_choice","(Pt H)","","반응성 서열에서 H > Pt이므로 우가 정답입니다.","0","0"
"metal_reactivity_219","화학","산화환원","중급","binary_choice","(H Au)","","반응성 서열에서 H > Au이므로 좌가 정답입니다.","0","0"
"metal_reactivity_220","화학","산화환원","중급","binary_choice","(Au H)","","반응성 서열에서 H > Au이므로 우가 정답입니다.","0","0"
"metal_reactivity_221","화학","산화환원","고급","binary_choice","(Cu Hg)","","반응성 서열에서 Cu > Hg이므로 좌가 정답입니다.","0","0"
"metal_reactivity_222","화학","산화환원","고급","binary_choice","(Hg Cu)","","반응성 서열에서 Cu > Hg이므로 우가 정답입니다.","0","0"
"metal_reactivity_223","화학","산화환원","고급","binary_choice","(Cu Ag)","","반응성 서열에서 Cu > Ag이므로 좌가 정답입니다.","0","0"
"metal_reactivity_224","화학","산화환원","고급","binary_choice","(Ag Cu)","","반응성 서열에서 Cu > Ag이므로 우가 정답입니다.","0","0"
"metal_reactivity_225","화학","산화환원","고급","binary_choice","(Cu Pt)","","반응성 서열에서 Cu > Pt이므로 좌가 정답입니다.","0","0"
"metal_reactivity_226","화학","산화환원","고급","binary_choice","(Pt Cu)","","반응성 서열에서 Cu > Pt이므로 우가 정답입니다.","0","0"
"metal_reactivity_227","화학","산화환원","중급","binary_choice","(Cu Au)","","반응성 서열에서 Cu > Au이므로 좌가 정답입니다.","0","0"
"metal_reactivity_228","화학","산화환원","중급","binary_choice","(Au Cu)","","반응성 서열에서 Cu > Au이므로 우가 정답입니다.","0","0"
"metal_reactivity_229","화학","산화환원","고급","binary_choice","(Hg Ag)","","반응성 서열에서 Hg > Ag이므로 좌가 정답입니다.","0","0"
